StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q162	Q1	Q2	Q2_1_TEXT	Q3	Q4	Q4_1_TEXT	Q5	Q6	Q7	Q7_7_TEXT	Q8	Q8_10_TEXT	6.2	6.3	6.4	Q48	Q50	Q52	Q54	Q54_7_TEXT	Q131	Q131_7_TEXT	Q56	6.5	6.6	Q58	Q131	Q62	Q64	Q64_7_TEXT	Q116	Q116_7_TEXT	Q66	6.7	6.8	Q68	Q70	Q72	Q74	Q74_7_TEXT	Q117	Q117_7_TEXT	Q76	6.9	6.1	Q78	Q80	Q82	Q84	Q84_7_TEXT	Q118	Q118_7_TEXT	Q86	6.11	6.12	Q88	Q90	Q92	Q94	Q94_7_TEXT	Q119	Q119_7_TEXT	Q96	6.13	6.14	Q98	Q100	Q102	Q104	Q104_7_TEXT	Q120	Q120_7_TEXT	Q106	6.15	6.16	Q108	Q110	Q112	Q114	Q114_7_TEXT	Q121	Q121_7_TEXT	Q116	6.17	6.18_1	Q133_1	Q133_2	Q118	Q120	Q122	Q122_7_TEXT	Q122	Q122_7_TEXT	Q124	6.19	Q126	Q128	Q130	Q132	Q132_7_TEXT	Q123	Q123_7_TEXT	Q134	6.2	6.21	Q136	Q138	Q140	Q142	Q142_7_TEXT	Q124	Q124_7_TEXT	Q144	6.22	6.23	6.24	Q146	Q148	Q150	Q152	Q152_7_TEXT	Q125	Q125_7_TEXT	Q154	6.25	6.26	Q155	Q156	Q157	Q158	Q158_7_TEXT	Q126	Q126_7_TEXT	Q159	6.27	6.28	Q160	Q161	Q162	Q163	Q163_7_TEXT	Q127	Q127_7_TEXT	Q164	6.29	6.3	Q165	Q166	Q167	Q168	Q168_7_TEXT	Q128	Q128_7_TEXT	Q169	6.31	6.32	Q170	Q171	Q172	Q173	Q173_7_TEXT	Q129	Q129_7_TEXT	Q174	6.33	6.34	Q175	Q176	Q177	Q178	Q178_7_TEXT	Q130	Q130_7_TEXT	Q179	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q2_7	Q2_8	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q3_7	Q3_8	Q6_1	Q6_2	Q6_3	Q6_4	Q6_5	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q7_6	Q7_7	Q7_8	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Comments	MTurkCode	MID	Excluded	Enter Embedded Data Field Name Here...	SNI_Ex_Family_Roles	SNI_Ex_Family_Count	SNI_Ex_Work_Count	SNI_Ex_Group_Count	SNI_Ex_Family_Roles_Ex	SNI_Ex_Family_Count_Ex	SNI_Ex_Work_Count_Ex	SNI_Ex_Group_Count_Ex	SNI_Ex_Embed_Work	SNI_Ex_Embed_Work_Ex	SNI_Ex_Embed_Family	SNI_Ex_Embed_Family_Ex	SNI_Ex_Embed_Group	SNI_Ex_Embed_Group_Ex	SNI_Ex_Network_Diversity	SNI_Ex_People_Count	SNI_Ex_Embed_Networks	SNI_Ex_Network_Diversity_allComm	SNI_Ex_People_Count_allComm	SNI_Ex_Embed_Networks_allComm	SNI_Ex_Emotion_Support_R	SNI_Ex_Physical_Support_R	SNI_Ex_Info_Support_R	SNI_Ex_Appraisal_Support_R	SNI_Ex_Companion_Support_R	SNI_Ex_Emotion_Support_G	SNI_Ex_Physical_Support_G	SNI_Ex_Info_Support_G	SNI_Ex_Appraisal_Support_G	SNI_Ex_Companion_Support_G	SNI_Ex_Face2Face	SNI_Ex_Text	SNI_Ex_Phone_Voice	SNI_Ex_Email	SNI_Ex_Social_Media	SNI_Ex_Gaming	SNI_Ex_Touch	SNI_Ex_Child_Date	SNI_Ex_Parent_Date	SNI_Ex_In_Law_Date	SNI_Ex_Family_Date	SNI_Ex_Friend_Date	SNI_Ex_Church_Date	SNI_Ex_School_Date	SNI_Ex_Work_Date	SNI_Ex_Neighbor_Date	SNI_Ex_Volunteer_Date	SNI_Ex_Group1_Date	SNI_Ex_Group2_Date	SNI_Ex_Group3_Date	SNI_Ex_Group4_Date	SNI_Ex_Group5_Date	NIHTB_Emotional_Support	NIHTB_Friendship	NIHTB_Loneliness	NIHTB_Instrumental_Support	NIHTB_Perceived_Hostility	NIHTB_Perceived_Rejection
8/14/17 17:20	8/14/17 17:29	0	172.112.216.130	100	580	1	8/14/17 17:29	R_1IQVmJmkqJlxbNt					33.71099854	-118.0438004	anonymous	EN	A2ERLVVT1F5UC3	1	1	21	21	2		1	2	5		2		2	1										3	3	3	8/14/17	"1,2,5,7"	"4,6"		6		2											3	3	3	8/12/17	"1,2,3,5,6"	6		6		2	3	1	3	8/5/17	"2,5,6"	4		2		2	1	2	2	8/9/17	"1,5"	6		6		2	2										1	1	6	6	8/5/17	"1,3"	3		3		2	2	2	8/12/17	1	4		4		2	2										1																																																													5	4	5	5	5	5	4	4	3	4	4	4	3	3	4	4	1	1	1	1	1	4	5	5	5	4	4	5	4	2	2	3	2	3	3	2	2	3	3	3	3	3	2	2	2		21655432	A2ERLVVT1F5UC3	"A04548021K19SQXHSP0XC	, A2YQBBAK7NBZHU	, A351P2O6QGTCS	, A3OW5EFQ5QFD19	, AX06ZUCRNSGB3	,"		2	4	5	0	2	4	5	0	1	1	0	0	0	0	5	11	1	6	13	1	0	1	3	0	3	1	1	1	0	3	5	3	2	0	4	2	1		8/14/17		8/12/17	8/5/17	8/9/17		8/5/17	8/12/17							37	29	5	36	19	21
8/14/17 17:48	8/14/17 18:04	0	97.125.101.164	100	924	1	8/14/17 18:04	R_30xgVwSdYjSzIpx					44.10270691	-123.1341019	anonymous	EN	A26RO8GGTQAXGG	1	1	54	54	2		1	2	5		5		4	1										2	1	1	7/14/17	3	4		"2,6"		2											2	1	1	7/14/17	"2,3"	"2,6"		6		2	5	5	5	8/14/17	"2,3,5"	"2,3,4,5,6"		"2,3,4,6"		2	2										2										1	1	8	8	8/12/17	"1,4"	"3,4,5,6"		"2,3,4,5,6"		2	3	3	8/13/17	1	6		6		2	1	8	8	8/5/17	"1,4,5"	"3,4,5,6"		"2,3,4,5,6"		2	1																																																													5	4	5	4	4	5	5	4	4	4	4	4	5	5	5	5	1	1	1	1	1	3	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2		53254536	A26RO8GGTQAXGG	"A04548021K19SQXHSP0XC	, A2YQBBAK7NBZHU	, A351P2O6QGTCS	, A3OW5EFQ5QFD19	, AX06ZUCRNSGB3	,"		0	0	7	0	0	0	7	0	1	1	0	0	0	0	4	20	3	4	20	3	2	3	4	3	5	4	3	3	2	6	3	2	3	2	2	0	0		7/14/17		7/14/17	8/14/17			8/12/17	8/13/17	8/5/17						36	36	5	31	16	16
8/14/17 18:45	8/14/17 18:51	0	73.35.55.142	100	345	1	8/14/17 18:51	R_3rOlgdmaChQSgZE					30.353302	-81.49900055	anonymous	EN	A49HPQ9P5AHU4	1	1	46	46	2		2	2	5		6		1	1										2	2	2	8/14/17	"1,3"	"3,4,6"		"2,3,4,6"		2	3	1	1	12/28/15	8					2	2	2	2	8/10/17	1	"2,6"		"2,3,6"		2	3	3	3	8/13/17	2	4		"2,4"		2	2										2										1	6	8	8	8/14/17	"3,4"	"3,4"		"2,3,4"		2	1	1								2										1																																																													2	2	3	3	4	3	3	3	2	2	2	3	1	2	2	3	4	3	4	3	5	4	4	4	4	4	4	4	4	3	1	2	1	3	1	1	1	2	2	3	1	1	1	1	1		2355110	A49HPQ9P5AHU4	"A04548021K19SQXHSP0XC	, A2YQBBAK7NBZHU	, A351P2O6QGTCS	, A3OW5EFQ5QFD19	, AX06ZUCRNSGB3	,"		3	3	7	0	3	3	7	0	1	1	0	0	0	0	5	12	1	5	12	1	1	2	3	0	2	4	3	3	0	2	2	1	2	1	0	0	0		8/14/17	12/28/15	8/10/17	8/13/17			8/14/17								23	17	19	32	13	12
8/14/17 21:03	8/14/17 21:16	0	67.158.18.207	100	812	1	8/14/17 21:16	R_2xA8gB5xa5IVPkO					44.12089539	-103.1977997	anonymous	EN	A2196WCNDZULFS	1	1	36	36	2		1	2	5		3		1	2	2	2	8/14/17	"1,2,3,7"	"2,3,4,5,6"		"2,3,4,5,6"		2	2	2	2	8/14/17	"1,2,3"	"2,3,4,6"		"3,4,6"		2	3	1	1	2005	8					2	6	6	6	8/14/17	"1,2,3,7"	"2,3,4,5,6"		"2,3,4,5,6"		2	3	3	3	8/14/17	"1,2,3,7"	"2,3,4,6"		"2,4,6"		2	2										2										2											2	2	8/7/17	1	6		6		3	2										1																																																													3	4	4	4	4	4	5	5	3	2	3	4	2	4	3	3	2	2	2	3	2	3	4	4	5	5	5	5	4	3	2	2	3	3	2	3	1	3	2	2	1	1	1	1	1	"That was fun, thank you. "	65082236	A2196WCNDZULFS	"A04548021K19SQXHSP0XC	, A2YQBBAK7NBZHU	, A351P2O6QGTCS	, A3OW5EFQ5QFD19	, AX06ZUCRNSGB3	,"		4	8	0	0	4	8	0	0	0	0	1	1	0	0	6	11	1	6	11	1	4	4	4	3	5	3	3	4	2	5	5	4	4	0	0	0	3	8/14/17	8/14/17	2005	8/14/17	8/14/17				8/7/17							33	24	11	35	19	12
8/15/17 8:38	8/15/17 8:52	0	184.183.173.159	100	887	1	8/15/17 8:52	R_30dTcfDjxFwGxmv					32.79519653	-116.9671021	anonymous	EN	AB1X97ASE626Q	1	1	37	37	2		2	2	5		3		2	1										3	3	3	8/14/17	"1,2,4"	"2,4,6"		"2,4,6"		2											3	3	3	8/14/17	1	6		6		2	6	4	4	8/11/17	"1,2,4"	"2,4,6"		"2,4,6"		2	2										2										1	1	2	2	8/14/17	"1,2"	"4,6"		"4,6"		2	1	1								2										2	Media composers  	4	4	8/11/17	"1,2,4"	"2,4,6"		"2,4,6"		2																																																			4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	4	2	2	2	2	2	4	4	4	4	4	4	3	3	2	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1		27399051	AB1X97ASE626Q	"A04548021K19SQXHSP0XC	, A2YQBBAK7NBZHU	, A351P2O6QGTCS	, A3OW5EFQ5QFD19	, AX06ZUCRNSGB3	,"		2	4	1	3	2	4	1	3	0	0	0	0	0	0	5	11	0	5	11	0	3	0	4	0	5	3	0	4	0	5	5	4	0	3	0	0	0		8/14/17		8/14/17	8/11/17			8/14/17			8/11/17					32	29	10	30	15	9
8/15/17 8:48	8/15/17 8:57	0	23.113.124.14	100	519	1	8/15/17 8:57	R_88ET8KdKamD3tQJ					30.00160217	-95.44750214	anonymous	EN	A3KC26Z78FBOJT	1	1	29	29	2		2	2	2		3		2	1										3	3	3	8/15/17	"1,2,3"	6		"2,3,6"		2											3	3	3	8/14/17	"1,2"	6		"4,6"		2	3	1	1	8/9/17	1	"3,4,6"		"3,4,6"		3	2										2										1	1	8	8	8/15/17	"1,2,4"	4		"3,4"		2	1	1								2										1																																																													1	2	1	1	1	1	3	1	2	2	3	2	1	1	2	1	4	3	4	4	4	3	1	2	2	1	3	2	2	3	2	2	1	1	2	2	3	2	2	3	3	3	2	2	1		1953292	A3KC26Z78FBOJT	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	4	7	0	2	4	7	0	1	1	0	0	0	0	3	11	1	3	11	1	0	1	2	0	3	1	3	3	0	3	4	3	1	1	0	0	0		8/15/17		8/14/17	8/9/17			8/15/17								11	14	19	16	16	18
8/15/17 8:50	8/15/17 9:00	0	104.228.125.10	100	616	1	8/15/17 9:00	R_3j299ZLMS8fgsrj					42.48669434	-75.03970337	anonymous	EN	AXJ1PE87PD0KK	1	1	27	27	2		1	2	5		7		1	1										3	3	3	8/14/17	"1,3,4,5"	"2,3,4,6"		"2,4,6"		2		1	1	8/6/17	1	6		6		1	2	2	2	8/13/17	1	"2,4,6"		"2,4,5,6"		2	2	2	2	8/13/17	1	"2,4,6"		"2,4,6"		2	2										2										1	1	5	5	8/15/17	1	6		6		2	1	1								2										1																																																													3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	2		49176971	AXJ1PE87PD0KK	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		3	4	4	0	3	4	4	0	1	1	1	1	0	0	5	9	2	5	9	2	3	1	3	0	5	3	0	3	1	5	5	0	1	1	1	0	0		8/14/17	8/6/17	8/13/17	8/13/17			8/15/17								24	22	15	29	16	23
8/15/17 8:51	8/15/17 9:02	0	174.124.237.60	100	666	1	8/15/17 9:02	R_3h9nOtLOCC3Pbdh					43.85479736	-84.20580292	anonymous	EN	A75XDPFNICR3T	1	1	24	24	1	Depression	1	2	5		1		1	1										3	3	3	8/13/17	"1,2,3,5"	"2,3,4,5,6"		2		2	3	1	1	8/12/17	1	6		6		3	8	1	3	8/5/17	3	"2,4,6"		2		3	3	3	3	8/14/17	"2,5"	"2,4"		"2,4"		2	2										2										2											1	1								2										1																																																													4	5	5	5	5	5	5	5	1	1	3	4	1	2	3	1	3	4	3	4	4	3	5	5	5	5	5	5	5	3	2	3	3	3	4	2	2	3	3	4	3	4	2	3	1		91191771	A75XDPFNICR3T	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	3	0	0	2	5	0	0	0	0	0	0	0	0	3	5	0	4	7	0	3	1	3	1	3	3	0	1	0	1	2	2	2	0	2	0	0		8/13/17	8/12/17	8/5/17	8/14/17											39	16	18	38	22	23
8/15/17 8:57	8/15/17 9:09	0	24.167.148.208	100	755	1	8/15/17 9:09	R_3sgJjnXaxgtYWM3					36.07139587	-79.76789856	anonymous	EN	A150GMV1YQWWB3	1	1	37	37	2		2	2	5		2		2	1										2	2	2	8/15/17	"1,2,3,5,6,7"	"3,4,6"		"2,3,4,6"		2											2	2	2	8/15/17	"1,2,3,5,6,7"	"2,4,5,6"		"2,3,4,5,6"		2	2	1	2	8/14/17	"2,3,5"	"2,4,6"		"2,6"		2	2										2										1	1	8	8	8/15/17	"1,2,3,4"	"2,7"	Work assistance	7	work assistance	2	1	1								2										3	GHS	3	3	8/11/17	"3,5"	6		6		2	MTM	3	6	8/14/17	"2,3,4,5"	"3,6"		"3,4,6"		2																																									4	4	4	4	4	4	3	3	3	3	4	5	2	4	5	3	2	1	1	2	2	4	4	4	4	3	4	4	3	2	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2		89661841	A150GMV1YQWWB3	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	2	7	4	2	2	7	7	1	1	0	0	1	1	4	13	2	5	17	2	3	2	3	1	5	3	3	3	1	5	3	5	6	2	5	2	2		8/15/17		8/15/17	8/14/17			8/15/17			8/11/17	8/14/17				30	29	8	30	12	11
8/15/17 8:51	8/15/17 9:10	0	65.35.90.154	100	1106	1	8/15/17 9:10	R_ULvUAdd7QSP5SI9					27.94749451	-81.92040253	anonymous	EN	A5EU1AQJNC7F2	1	1	28	28	2		1	2	5		5		2	2	2	2	8/15/17	"1,7"	"2,3,6"		"2,3,4,6"		2	1																				3	3	3	8/14/17	"1,3"	"2,4,5,6"		"2,3,4,6"		2	3	1	1	8/2/17	"2,3"	"2,4,6"		"4,6"		3	2										2										1	1	8	8	8/15/17	"1,4,7"	"3,4,6"		"2,3,4,5,6"		2	3	2	8/13/17	"1,3"	"3,6"		6		2	2										1																																																													4	4	4	4	5	5	3	3	2	2	1	3	2	1	1	1	3	3	4	4	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	1	3	1		69974107	A5EU1AQJNC7F2	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	3	7	0	2	3	7	0	1	1	0	0	0	0	4	12	1	4	11	1	3	3	3	1	5	3	3	4	1	5	4	1	3	1	0	0	2	8/15/17			8/14/17	8/2/17			8/15/17	8/13/17							32	13	17	11	8	17
8/15/17 9:04	8/15/17 9:15	0	73.213.119.111	100	644	1	8/15/17 9:15	R_3ncL8FfM1VB1Qdi					39.41169739	-77.270401	anonymous	EN	A3GDTSFHVBUJHD	1	1		27	2		1	2	5		2		1	1										5	4	4	8/10/17	"1,2,3,5"	"2,4,6"		"2,4,6"		2	3	3	3	8/14/17	1	"2,3,4,6"		"4,6"		2	3	1	3	8/14/17	"1,2,3,5"	"2,4,6"		"2,3,4,6"		2	3	2	3	8/13/17	"1,2,3,5"	"2,3,4,5,6"		"2,3,4,5,6"		2	2										2										1	6	8	8	8/15/17	"1,3,4"	"3,4"		"3,4"		2	1	1								2										1																																																													4	4	4	4	4	4	4	4	3	3	3	3	2	3	4	2	3	3	2	3	3	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	Thanks	30903466	A3GDTSFHVBUJHD	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		3	6	7	0	3	8	7	0	1	1	1	1	0	0	5	14	2	6	17	2	4	3	5	1	4	3	3	5	1	4	5	3	4	1	3	0	0		8/10/17	8/14/17	8/14/17	8/13/17			8/15/17								32	23	14	32	16	9
8/15/17 9:22	8/15/17 9:33	0	68.119.71.212	100	717	1	8/15/17 9:34	R_BJ9B1nTRdCngGQx					33.2507019	-86.9210968	anonymous	EN	A3L2UB07EZJAMD	1	1	49	49	2		2	2	5		2		4	2	2	2	8/11/17	1	"4,5,6"		"2,3,4,5,6"		2	2	2	2	8/2/17	3	"2,6"		"2,6"		2											1										3	3	3	8/11/17	"1,2,3,4"	"2,4,5,6"		"2,4,5,6"		3	2										2										1	1	2	2	8/10/17	"1,2,3,4"	"4,5,6"		"4,5,6"		2	2	2	8/14/17	"1,4"	"4,6"		"4,6"		2	2										2	Montevallo RPG Club	6	6	8/6/17	"1,2,3,4,5"	"2,3,4,5,6"		"2,3,4,5,6"		2																																																			5	5	5	5	5	5	5	5	3	3	3	4	2	3	5	3	3	2	1	3	3	1	4	1	4	4	4	3	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	Thank you.	50628595	A3L2UB07EZJAMD	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	2	1	5	2	2	1	5	0	0	0	0	1	1	6	11	1	6	11	1	3	1	5	5	6	4	2	5	4	6	5	3	4	4	1	0	0	8/11/17	8/2/17			8/11/17			8/10/17	8/14/17		8/6/17					40	26	12	23	14	9
8/15/17 8:49	8/15/17 9:34	0	74.243.158.160	100	2677	1	8/15/17 9:34	R_2R7CO0dlDxLcIEL					36.33999634	-79.62879944	anonymous	EN	A38DXFI1TZA295	1	1		53	2		2	2	5		4		4	1										3	2	2	8/13/17	"1,4"	"2,3"		4		3											1										4	3	3	8/13/17	5	6		6		3	2										2										1	1	2	2	8/11/17	4	4		4		3	1	1								2										1																																																													1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	5	4	4	5	4	3	2	4	3	3	3	3	3	3	n/a	72782310	A38DXFI1TZA295	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		1	1	1	0	1	1	1	0	0	0	0	0	0	0	3	4	0	3	4	0	1	1	1	0	1	0	0	2	0	1	1	0	0	2	1	0	0		8/13/17			8/13/17			8/11/17								10	12	25	8	31	24
8/15/17 9:22	8/15/17 9:34	0	47.220.137.125	100	769	1	8/15/17 9:35	R_3huq4m0RibgtIC6					30.32170105	-95.52420044	anonymous	EN	ABO9F0JD9NN54	1	1	30	30	2		1	2	5		3		1	1										3	2	2	8/14/17	2	4		4		2	3	3	3	8/14/17	1	"2,3,4,6"		"2,3,4,6"		2	1										3	3	3	8/14/17	6	"4,5"		4		2	2										2										2											1	2	8/2/17	1	7	waving	7	saying hi	2	2										1																																																													5	4	4	4	5	5	4	4	3	2	3	4	2	4	3	3	1	1	1	1	1	2	3	3	4	4	3	4	3	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2		41542495	ABO9F0JD9NN54	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		3	4	0	0	3	4	0	0	0	0	1	1	0	0	4	6	1	5	7	1	1	1	3	1	1	1	1	3	0	1	2	1	0	0	0	1	0		8/14/17	8/14/17		8/14/17				8/2/17							35	24	5	26	11	11
8/15/17 9:37	8/15/17 9:47	0	99.148.101.81	100	622	1	8/15/17 9:47	R_214XHpUHLU3b0m4					25.66149902	-80.41200256	anonymous	EN	A1GXFMAC759VRM	1	1		39	2		2	2	5		3		2	1										2	1	1	12/25/16	8					2											3	3	3	8/15/17	"1,2,3,5,7"	"2,4,5,6"		"2,3,4,5,6"		2	4	4	4	8/14/17	"1,2,3,4,5,7"	"2,4,5,6"		"2,4,5,6"		2	2										2										1	1	6	8	8/15/17	"1,2,3,4,7"	"4,5,6,7"	Various work-related information	"3,4,6,7"	Various work-related information	2	2	2	8/12/17	"1,3,4,5"	"2,4,5,6"		"2,4,6"		2	2										1																																																													4	5	5	5	5	5	5	5	4	4	4	5	3	5	5	5	1	1	1	1	2	2	4	4	5	4	5	4	4	2	2	3	1	2	2	1	1	1	1	2	1	1	1	1	1		1185653	A1GXFMAC759VRM	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		1	2	5	0	1	2	7	0	1	1	0	0	0	0	4	11	1	4	13	1	3	0	4	4	4	3	2	4	2	4	4	3	4	3	3	0	3		12/25/16		8/15/17	8/14/17			8/15/17	8/12/17							39	35	6	32	14	9
8/15/17 9:58	8/15/17 10:05	0	24.6.112.34	100	364	1	8/15/17 10:05	R_1E0VrY5UlGysoOM					37.23039246	-121.9505005	anonymous	EN	A1SDNGUVPDDQ57	1	1		39	2		1	2	5		5		1	2	2	2	8/15/17	"1,2,3,7"	"3,6"		"2,3,4,6"		2	1										3	3	3	8/8/17	"1,2,4,5,7"	"3,6"		"3,6"		2	1										2	2	2	8/13/17	"1,2,7"	"2,3"		3		3	2										2										1	1	2	2	8/14/17	"1,2,4"	4		"2,3,4"		3	1	1								2										1																																																													5	5	5	5	5	5	5	5	3	3	3	5	4	3	4	4	1	1	1	1	1	4	4	4	5	5	5	4	4	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1		81585677	A1SDNGUVPDDQ57	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		3	4	1	0	3	4	1	0	0	0	1	1	0	0	5	6	1	5	6	1	1	3	1	0	2	2	4	2	0	2	4	4	1	2	1	0	3	8/15/17		8/8/17		8/13/17			8/14/17								40	29	5	35	13	8
